별점,리뷰내용,작성자,시간,사업장명
5,"가펠 쾰쉬 맥주 정말 맛있었다. 우아하고 화려하고 풍부한 맛

홀은 생각보다 좁았다. 그리고 토요일 점심인데 들어와서 나갈 때까지 손님이 우리팀밖에 없었다. 코로나 때문인가???
그래서 음식에 대해 약간 걱정했었는데, 완전 기우였다.
엘본스테이크 500g과 푸타네스카 파스타, 티라미수를 주문했다. 티본,엘본은 사전예약이 필요하다. 스테이크는 정말 부드럽게 익혀져 나왔고 지방이 함유한 훈연향이 정말 매력적이었다. 같이 나온 동그란 감자튀김과 샐러리 장아찌는 흔히 찾아볼 수 없는데, 감자튀김 식감이 별미였다.
푸타네스카 파스타도 맛있었다. 면의 익힘 정도가 약간 단단하여 내 취향이었다.
전반적으로 분위기도 좋고 맛도 아주 좋았다. 재방문 의사도 많다.

웰컴푸드에 약간 해산물이 들어가 있었는지 가펠쾰쉬 맥주와 궁합이 안맞아서, 맥주를 마시니 비린내가 올라왔다.",HyoungSeok Lee,4년 전,비스트로 가마
4,일단 예약가능해서 좋았고 음식 설명도 해주고 먹는 속도 확인하면서 서빙해줘서 편하게 먹을 수 있었음. 라구파스타 존맛이고 추천해준 푸타네스카도 맛있었음. 티본 스테이크는 쏘쏘했다,Kaeun Lee,2년 전,비스트로 가마
4,"가지구이와 샐러드는 괜찮았지만, 가격이 꽤 비쌌습니다. 샌러드는 비추합니다.
파스타는 간이 부족한 느낌이지만, 양은 많아서 가격은 적당했습니다
메인인 고기는 힘줄이 제거가 안되서 씹는게 쉽지 않았습니다.
스테이크 소스는 머스타드계열입니다.",김현일,1년 전,비스트로 가마
5,너무맛잇어요ㅠㅠ 식사류도 만족스러웠고 마라베이스 마파 처음먹어보는데 꽤 괜찮네요 다음에 방문해듀 시킬거같아요❤️❤️번창하세욥,됴새,3달 전,미미램 양꼬치 2호점
4,"두번째 방문 🙂
점심이나 저녁에는 사람이 너무 많았는데,
3시쯤 오니까 조용하네요!
고기 상태도 괜찮고, 추가로 주문하는 요리들도 맛있었습니다.
가성비 👍",DongYun Lee (Yun),2년 전,미미램 양꼬치 2호점
4,"평일 5시에 가서 대기없이 입장했어요^^
무한리필로 시간 꽉꽉 채워서 먹었어요~
메뉴는 온면 냉면 버섯튀김 주문했는데 버섯튀김은
처음에도 맛있었지만 다 식어도 바삭하고 맛있어요^^
다음에도 일찍 가야겠어요^^",carey witch,2년 전,미미램 양꼬치 2호점
3,"홍대 양꼬치 무한리필 미미램양꼬치.
요즘한창 블로그 작업을 하고있던데 근처에 양꼬치 무한리필이 없어서 한번 방문했습니다.
직원분은 처음부터 끝까지 툴툴대는 친절하지 않은 모습을 보여주셨고. 양고기의 냄새나 종류는 괜찮았습니다. 기본적으로 제공해주는 메뉴의 퀄리티가 매우 낮았으며  직원의 안내가 너무 없기에 생각보다 실망스런 가게였습니다.",재영잉,4년 전,미미램 양꼬치 2호점
5,한국분은아니고 중국인분들이하시는거같아요.친절하지는않지만 음식은 가격대비좋고 신선하고 맛있네요. 또갈듯싶어요.,YJ shon,3달 전,미미램 양꼬치 2호점
5,"토요일 14시 30분쯤 방문했어요.

청포도 타르트와 무화과 타르트를 시켰는데, 직접 자리로 가져다 주셨어요👍🏻
그리고 타르트 끝부분이 안 딱딱하고, 타르트 안쪽에 크림 층이 맛있었습니다.
제철과일 이용해서 딸기 타르트도 있던데 다음엔 이걸로 먹어보고 싶어요!
그리고 커피 원두도 선택 가능합니다☕️

카페 곳곳에 식물들이 배치되어 있어서 우드톤 인테리어와 정말 잘 어울렸습니다.
카페 내부에 화장실 있어서 정말 마음에 들었습니다.👍🏻👍🏻

- お手洗いがカフェの内部にあります。
- 店員さんが直接デザートを席まで持って来てくれます。
- 旬の果物のイチゴタルト
- ホンデ入口駅から歩いて10分くらいかかります。",梨,6달 전,브론시스(BRONSIS)
5,"카페분위기 아늑하고 예뻐요
타르트 디저트 하나인데 과일 올라간 크림치즈타르트 다 맛있더라고요 크림치즈가 꾸덕하고 달달한 게..ㅎ
ㄱ핸드드립 커피도 추천합니다 부빙가원두!",선인장,4달 전,브론시스(BRONSIS)
5,"여기 타르트 맛집이에요! 타르트에 들어가는 크림치즈도 맛있고 타르트지와 아몬드 크림도 맛있어요. 딸기철이라서 딸기 타르트 먹고 왔는데
신선하고 맛있어요.",서정선,4달 전,브론시스(BRONSIS)
5,테라스도 좋구 분위기도 좋구 항상 사람 많은데 이유있네요! 커피도 진짜 맛있어요! 카페라떼와 브론시스비엔나 강추!! 좋은 원두를 갓볶아 사용해서인지 풍미가 너무너무 좋네요! 거기다 블루베리크림치즈타르트와 같이 먹으니 풍미가 더 좋아요!! 같이 드시는거 추천드려요!! 사진보니 또 먹고싶네요!😍,오지원,6달 전,브론시스(BRONSIS)
5,"연남동에 있는 수제타르트를 파는 카페입니다.
매장에 사람이 기본적으로 많아요~인기가 많은 곳인것 같더라구요. 무화과타르트는 치즈크림 부분은 달고 새콤함은 강하지 않았어요 무화과가 적당히 달아서 밸런스가 좋았어요 🙂!! 커피맛도 좋아요👍2차로 디저트 먹으러 방문하기 딱 좋은거 같아요",hyejin kim,7달 전,브론시스(BRONSIS)
5,"최근에 연남동쪽에 새로 연 라멘 전문점입니다.
요즘 유행하는 맑은 육수와 세면을 사용하는 곳이더군요.
가게 한쪽에 제면기가 있는 걸 보면 직접 면을 뽑는 듯 합니다.
라멘은 시오라면으로 단촐하고 면추가가 없는데, 이건 좀 아쉽더군요.
부족하면 따로 밥을 추가주문할 필요가 있습니다.
라멘에는 닭가슴살과 삼겹살 등 3가지 차슈와 멘마, 시금치, 파 등이 무척 예쁘게 올라갑니다
맛은 맑은 것과 달리 꽤 진하고 맛있습니다.
그런데 닭으로 낸 육수일거라는 생각과 달리 돼지 맛이 좀 나더군요.
그래서 혹시 돼지뼈가 들어가는지 물어보니 사골이 조금 들어간다고 하시더군요.
면 다 먹고 난 다음에.밥을 말아 먹었는데, 이것도 맛있었습니다.
전체적으로 무척 잘 만든 라멘이라 생각합니다.",JS Park,2달 전,라멘 롱 시즌(japanese ramen long season)
4,맛도리네요. 시오라멘도 고기밥도 합격목걸이 걸어드립니다 👏🏻 깔끔하고 맛있어요. 야채추가 파추가 같은 항목이 있으면 더 좋을 것 같습니다! 고기밥은 사진이 없네요 ㅠ,기메지,2달 전,라멘 롱 시즌(japanese ramen long season)
5,"무난하게 맛있는 깔끔한 시오라멘입니다. 생긴지 얼마 안되어 가게 내부가 깔끔합니다. 국물, 면, 달걀, 닭가슴살, 차슈 모두 훌륭했지만 고명으로 올라가는 양파와 파채가 살짝 어울리지 않는 느낌을 받았습니다. 그래도 아주 맛있게 먹을 수 있었습니다.",Alex Han,5달 전,라멘 롱 시즌(japanese ramen long season)
4,에서 계란시오라멘... 닭육수 베이스의 시오라멘... 메뉴와 가격은 사진 참조~,Bumsang Kim,3주 전,라멘 롱 시즌(japanese ramen long season)
4,"특선 시오라멘

닭칼국수, 닭곰탕 뉘앙스
깔끔한데 복잡하지는 않은
속이 풀리는 맛

다만 차슈의 끝 향이 단 훈연향이 나는데 호불호 포인트라고 생각

4/13일 추가
이리코 시오는
멸치의 유쾌한 향에서 시작해
복합적인 감칠맛으로 마무리

멸치향에 대한 불호를 이겨낼 정도의 맛",Potato fry,1달 전,라멘 롱 시즌(japanese ramen long season)
5,"브레이크 타임 없이 영업하는곳
메뉴가 간단해서 선택장애있는분들에게 추천
*샐러드 등이 없으니 주의 요망

양도 많고, 맛도 굿!!

추천 파스타는 청양새우크림파스타

연남동에 괜찮은 파스타집!",mihye Shin,2년 전,카멜로연남(CAMELLO)
5,오후 5시이전 방문하니 대기없었습니다. 리조또는 꼬들꼬들한 쌀 식감에 고소한 크림과 부채살이 맛있었고 바질 파스타도 바질향 가득해서 괜찮았습니다.,김형준,1년 전,카멜로연남(CAMELLO)
4,첫 입에 간이 좀 있다 싶었지만 맛은 모두 훌륭했어요. 토마토소스와 페페로니 조합은 괜찮았어요. 들어간 새우와 조개들도 신선한 편. 평일 저녁도 웨이팅이 좀 있었어요. 5시 반 전에 도착했는데 웨이팅 없이 들어갔어요. 메뉴 1ㅡ2ㅡ3ㅡ4 먹었답니다. 리조또는 하나는 돼지고기. 하나는 소고기로 되어 있었어요. 하나쯤 해물 리조또면 어떨까 생각했어요.,mint c,2년 전,카멜로연남(CAMELLO)
5,"홍대 점심 데이트코스 파스타 맛집입니다 오픈런 웨이팅 맛집으로 아침 일찍 집에서 서둘러 나와 웨이팅 없이 들어갈 수 있었습니다, 연남동 아기자기한 맛집 골목을 구경하는 재미도 솔솔한 연남동파스타맛집",LEE JUNGEA,1년 전,카멜로연남(CAMELLO)
5,하 미쳤습니다 페퍼로니 파스타는 맛없없이죠 조금 짜다고 느끼실 수 있는데 저는 트러플 리조또와 함께 먹어 짠맛을 중화시켜줘서 너무 맛있게 먹었어요 리조또 꼭 시키세요 식감이 너무 좋아요 밥알이 죽같은 느낌이 아니라 씹는 맛이 있어서 더 고소하게 느껴져요 느끼하지도 않구요. 역시 음식은 조화가 중요합니다 꼭 드세요 여기 제 최애맛집 추가입니다!!!!!!!!!,너부리,3년 전,카멜로연남(CAMELLO)
5,"메뉴 - 짜장면 곱빠기와 멘보샤,  장육골국밥 하얼빈.
연남동 음식점들이 대체로 2-30대의 입맛을 겨냥한 맛들인데, 오랜만에 어른의 음식 맛을 본 듯한 느낌.
멘보샤는 겉은 파삭하고  새우는 탱글한 식감이었고 새우가 꽉 차있음. 장육골국밥은 국물과 밥을 같이 먹으면 더 맛있음. 개인적으로는 짜장면이 더 좋았음.",김하균,10달 전,산왕반점
5,"매우 만족합니다. 가격도 괜찮고 맛있습니다. 무엇보다 코키지가 무료라서 술 한 병정도 들고 모임하기에도 좋습니다. 직원 분들도 친절합니다.
위치는 연남동 주민센터 지나서 구석에 있지만 그리 멀지 않고 금방 도착 합니다. 2층까지 있어 자리도 넉넉하고 방으로 된 부분도 있어서 10명정도 모임까지 소화 가능합니다.
가시게 되면 꼭 메뉴 골고루 시켜서 드시는 것을 추천 드립니다. 다 맛있지만 가장 입맛에 맞는 것을 찾아서 드셔보시는 것도 나쁘지 않습니다.
멘보샤는 무조건 드세요. 필수 입니다. 강추 합니다.
골목길에 있어 주차는 어렵지만 여기와서 빼갈 한 잔 안드실 수 없기 때문에 차는 놓고 오시기 바랍니다.",정원호,6년 전,산왕반점
4,"가격이 저렴한 축에 속하지만 요리류의 양은 그만큼 작네요. 연남동의 한계이겠지만 요리류와 식사류의 평가는 점수를 높게 주고 싶습니다.
식당은 2층부터 3층으로 이뤄져 있습니다.
좌석은 여유로웠던 편습니다.
짬뽕과 탕수육, 멘보샤를 먹었습니다.
탕수육은 달콤한 편이였습이다. 새우빵(멘보샤) 는 처음 먹어본 음식이라 이 집이 기준이 되겠지만 만족스러웠습니다.
개인적으로 짬뽕이 맛있었네요.",JIN JIN,6년 전,산왕반점
4,"가볍고 간단하게 맥주한잔하기 매우 좋은곳!
맛난 멘보샤와 오향장육에 크림새우 넘 맛나게 먹었다!
튀김류가 참으로 좋다!",KwangBum Lee,6년 전,산왕반점
5,"가격과 양이 좋고 맛과 질 또한 좋은 집이었습니다. 주변 연남, 연희에 워낙 유명한 중식당이 많지만 이 동네 물가에서 이 가격으로 맛있는 음식을 먹기도 힘듭니다. 만원대에 다양한 요리를 맛볼 수 있는 것 만으로도 이 집은 가치가 있는데 그렇다고 동네 배달 전문 중국집 같이 허술한 요리가 아닙니다. 멘보샤는 탱글탱글 씹히는 새우살 식감이 일품이었고 깐풍기는 처음에 너무 자잘해 보였으나 먹어보니 양도 적지 않고 살이 부드러워 좋았습니다. 군만두는 직접 만든 것 같은데 개인적 취향에는 피가 조금 두꺼웠지만 속이 아주 정직하고 맛있었습니다.볶음밥 또한 최상은 아니지만 잘 볶았으며 커다란 새우가 일품이었습니다. 곁들여 나온 짜장, 짬뽕국물 모두 보통 흔한 맛이 아닙니다.",Hyung Ju Kim,4년 전,산왕반점
4,"커플세트 65,000원 짜리 시켰어요! 맛은 있는데 양이 좀 적어요.... 소고기는 호주산이고 마블링이 엄청나거나 좋은 부위는 아니었는데 가격대비 양이 정말 적어요 여자분한테도 적어요!
세트에 포함된 모츠나베도 대창이 4개만 들은 미니전골이에요!
간단히 먹고 2차 갔어요! 사람이 많아서 1시간 40분동안만 사용할 수 있더라구요",pipi pi,4년 전,곤로
5,"연남동 감성~🌈
이곳은 개성있는 핫플레이스들이 가득하지요.
곤로는 일본 느낌이 물씬 풍기는~🥰
비좁고 시끄러운 곳이라 생각할 수도 있겠지만
그것 조차 감성으로 느껴지는 음식점입니다.
그럼 다음에 또 갈게용👋",David Kim,1년 전,곤로
4,"일본 야끼니꾸 전문점에서 성공한 경험이 별로 없어 조심스러웠지만 매우 만족한 곳.
일본 스타일로 생맥주와 함께 먹는것을 추천.
그러면 배도 부름 ㅋ",Jun,3년 전,곤로
5,단순히 양으로만 따지면 비추천입니다. 맛도 엄청 고급스럽진 않아요. 그러나 이런집은 맛 때문에 가는것만은 아니죠. 일본 어느 선술집보다 더 본고장의 선술집같은 분위기입니다. 배를 채우는것도 좋지만 감성도 채우세요. 코시국에 일본여행 다녀온 느낌입니다,ANDY Han,3년 전,곤로
4,"분위기좋고 맛, 서비스 괜찬아요
하지만 100분 시간이 정해지기 때문에 먹다가 쫓기는 분위기는 감점입니다.",Taebum Kim,3년 전,곤로
5,"최상급 한돈 삼겹살! 고소하고 촉촉한 맛있는 삼겹살 맛집이에요 연남동 삼겹살 맛집인데, 매운 쭈꾸미랑 부추까지 삼합으로 즐기면 대 존 맛 💕❣️ 다 구워주시니까 너무 편하구요 쭈꾸미 양념 맛있게 매워요!!!! 김치말이국수랑 볶음밥 강추드립니다!!! 보끔밥 단짠 오져요‼️재방문의사 100%",긍정,1년 전,부추긴 돼지
